
0416202606:07:41, 23.39549, 10.891, 0.143, 1027.0

0416202606:07:42, 23.38696, 10.926, 0.145, 1027.2
06:07:47, 23.37843, 10.922, 0.144, 1027.1
06:07:53, 23.37843, 10.920, 0.144, 1027.1
06:07:58, 23.40403, 11.018, 0.146, 1027.3
06:08:03, 23.41256, 10.936, 0.137, 1026.4
06:08:08, 23.42109, 10.927, 0.145, 1027.2
06:08:13, 23.41256, 10.942, 0.144, 1027.1
06:08:18, 23.40403, 10.943, 0.142, 1026.9
06:08:23, 23.38696, 10.934, 0.148, 1027.5
06:08:29, 23.37843, 10.949, 0.146, 1027.3
06:08:34, 23.36135, 10.944, 0.143, 1027.0
06:08:39, 23.36135, 10.921, 0.146, 1027.3
06:08:44, 23.34429, 10.945, 0.144, 1027.1
06:08:49, 23.33575, 10.932, 0.150, 1027.7
06:08:54, 23.32722, 10.998, 0.144, 1027.1
06:08:59, 23.33575, 10.966, 0.140, 1026.7
06:09:04, 23.33575, 10.955, 0.147, 1027.4
06:09:10, 23.32722, 10.941, 0.147, 1027.4
06:09:15, 23.31868, 10.933, 0.147, 1027.4
06:09:20, 23.31014, 10.911, 0.147, 1027.4
06:09:25, 23.30161, 10.936, 0.145, 1027.2
06:09:30, 23.31868, 10.937, 0.145, 1027.2
06:09:35, 23.33575, 10.975, 0.146, 1027.3
06:09:40, 23.34429, 10.938, 0.148, 1027.5
06:09:45, 23.35282, 10.942, 0.140, 1026.7
06:09:51, 23.36135, 10.924, 0.147, 1027.4
06:09:56, 23.36135, 10.917, 0.147, 1027.4
06:10:01, 23.36989, 10.788, 0.145, 1027.2

0422202604:48:49, 21.25645, 10.734, 0.181, 1030.7
04:48:54, 21.25645, 10.812, 0.188, 1031.4
04:48:59, 21.24787, 10.756, 0.183, 1030.9
04:49:04, 21.27360, 10.826, 0.185, 1031.1
04:49:09, 21.27360, 10.859, 0.186, 1031.2
04:49:14, 21.26502, 10.900, 0.185, 1031.1
04:49:19, 21.24787, 10.826, 0.188, 1031.4
04:49:25, 21.23930, 10.911, 0.183, 1030.9
04:49:30, 21.22214, 10.879, 0.185, 1031.1
04:49:35, 21.20499, 10.965, 0.183, 1030.9
04:49:40, 21.23930, 10.786, 0.184, 1031.0
04:49:45, 21.28218, 11.299, 0.190, 1031.6
04:49:50, 21.34227, 10.943, 0.186, 1031.2
04:49:55, 21.37656, 10.937, 0.186, 1031.2
04:50:00, 21.38514, 10.879, 0.188, 1031.4
04:50:06, 21.40228, 10.931, 0.186, 1031.2
04:50:11, 21.43658, 10.922, 0.185, 1031.1
04:50:16, 21.42800, 10.916, 0.186, 1031.2
04:50:21, 21.42800, 10.956, 0.187, 1031.3
04:50:26, 21.40228, 10.963, 0.187, 1031.3
04:50:31, 21.38514, 10.860, 0.189, 1031.5

0422202604:50:42, 21.37656, 10.906, 0.189, 1031.5
04:50:47, 21.36799, 10.984, 0.185, 1031.1
04:50:52, 21.36799, 10.994, 0.190, 1031.6
04:50:57, 21.37656, 10.992, 0.185, 1031.1
04:51:03, 21.35942, 10.979, 0.185, 1031.1
04:51:08, 21.41943, 10.996, 0.184, 1031.0
04:51:13, 21.42800, 10.997, 0.182, 1030.8
04:51:18, 21.43658, 10.954, 0.183, 1030.9
04:51:23, 21.42800, 11.118, 0.185, 1031.1
04:51:28, 21.49658, 11.018, 0.185, 1031.1
04:51:33, 21.53087, 10.999, 0.182, 1030.8
04:51:38, 21.55658, 10.995, 0.187, 1031.3
04:51:44, 21.56515, 10.931, -260.064, -24414.1
04:51:49, 21.56515, 10.993, 0.184, 1031.0
04:51:54, 21.54801, 11.001, 0.184, 1031.0
04:51:59, 21.53944, 11.020, 0.184, 1031.0
04:52:04, 21.60800, 10.989, 0.186, 1031.2
04:52:09, 21.80505, 11.027, 0.185, 1031.1
04:52:14, 21.89076, 10.855, 0.187, 1031.3
04:52:19, 21.95070, 10.958, 0.186, 1031.2
04:52:25, 21.97639, 10.926, 0.181, 1030.7
04:52:30, 21.96783, 10.996, 0.186, 1031.2
04:52:35, 21.98495, 10.896, 0.186, 1031.2
04:52:40, 21.95926, 10.999, 0.183, 1030.9
04:52:45, 21.94214, 10.970, 0.191, 1031.7
04:52:50, 21.93358, 10.993, 0.187, 1031.3
04:52:55, 21.93358, 10.947, 0.188, 1031.4
04:53:00, 21.90789, 10.982, 0.181, 1030.7
04:53:06, 21.87363, 10.976, 0.185, 1031.1
04:53:11, 21.83931, 10.971, 0.190, 1031.6
04:53:16, 21.80505, 10.980, 0.183, 1030.9
04:53:21, 21.85650, 10.659, 0.186, 1031.2
04:53:26, 21.83075, 10.966, 0.184, 1031.0
04:53:31, 21.79649, 10.946, 0.192, 1031.8
04:53:36, 21.78792, 10.968, 0.187, 1031.3
04:53:41, 21.77079, 10.963, 0.186, 1031.2
04:53:47, 21.72795, 10.933, 0.189, 1031.5
04:53:52, 21.71082, 10.972, 0.184, 1031.0
04:53:57, 21.72795, 10.788, 0.187, 1031.3
04:54:02, 21.71082, 10.965, 0.183, 1030.9
04:54:07, 21.69369, 11.021, 0.185, 1031.1
04:54:12, 21.69369, 11.018, 0.188, 1031.4
04:54:17, 21.71082, 11.000, 0.187, 1031.3
04:54:22, 21.71082, 11.143, 0.186, 1031.2
04:54:28, 21.71939, 11.018, 0.190, 1031.6
04:54:33, 21.73652, 11.000, 0.186, 1031.2
04:54:38, 21.72795, 11.024, 0.182, 1030.8
04:54:43, 21.71939, 11.005, 0.191, 1031.7
04:54:48, 21.71082, 11.041, 0.185, 1031.1
04:54:53, 21.69369, 11.020, 0.189, 1031.5
04:54:58, 21.69369, 11.013, 0.189, 1031.5
04:55:03, 21.69369, 11.014, 0.191, 1031.7
04:55:09, 21.67655, 11.044, 0.189, 1031.5
04:55:14, 21.66798, 11.036, 0.186, 1031.2
04:55:19, 21.65941, 11.035, 0.183, 1030.9
04:55:24, 21.66798, 10.931, 0.189, 1031.5
04:55:29, 21.66798, 10.990, 0.186, 1031.2
04:55:34, 21.66798, 11.013, 0.186, 1031.2
04:55:39, 21.66798, 11.027, 0.188, 1031.4
04:55:45, 21.67655, 10.977, 0.190, 1031.6
04:55:50, 21.70225, 11.065, 0.192, 1031.8
04:55:55, 21.72795, 11.073, 0.189, 1031.5
04:56:00, 21.74509, 11.000, 0.187, 1031.3
04:56:05, 21.75366, 11.399, 0.191, 1031.7
04:56:11, 21.78792, 10.958, 0.189, 1031.5
04:56:16, 21.77935, 11.041, 0.189, 1031.5
04:56:21, 21.77079, 11.038, 0.189, 1031.5
04:56:26, 21.76222, 10.976, 0.186, 1031.2
04:56:32, 21.74509, 10.998, 0.189, 1031.5
